ID,Label,titles
332,H. Iwasaki et al.,"[{'title': '241. H. Iwasaki et al., Phys. Lett. B 491, 8 (2000). B. A. Brown / Prog. Part. Nucl. Phys. 47 (2001) 517-599 597', 'citations': 1}]"
333,H. Simon et al.,"[{'title': '262. H. Simon et al., Phys. Rev. Lett. 83,496 (1999). S. Karataglides, P. G. Hansen, B. A. Brown, K. Amos and P. J. Dortmans, Phys. Rev. Lett. 79, 1447 (1997). M. Thoennessen, S. Yokoyama and P. G. Hansen, Phys. Rec. C 63, 014308 (2001). M. Labiche et al., Phys. Rev. Lett. 86, 600 (2001). W. N. Catford, L. K. Fifield, N. A. Orr and C. L. Wooods, Nucl. Phys. A503, 263 (1989). A. T. Reed et al., Phys. Rev. C 60, 024311 (1999). H. Herndl, R. Hofinger, J. Jank, H. Oberhummer, J. Goerres, M. Wiescher, F. K. Thielemann and B. A. Brown, Phys. Rev. C 60, 064614 (1999). I. Tanihata et al., Phys. Rev. Lett. 55, 2676 (1985). A. Ozawa et al., to by published (2001). A. Ozawa, T. Suzuki and I. Tanihata, RIKEN preprint (2001). G. F. Bertsch, B. A. Brown and H. Sagawa, Phys. Rev. C 39, 1154 (1989). B. A. Brown and W. A. Richter, Phys. Rev. C 54, 673 (1996). S. K. Charagi and S. K. Gupta, Phys. Rev. C 41, 1610 (1990). K. Bennaceur, J. Dobaczewski and M. Ploszajczak, Phys. Lett. B 496, 154 (2000). D. J. Millener, D. E. Alburger, E. K. Warburton and D. H. Wilkinson, Phys. Rev. C 26, 1167 (1982). H. Sagawa, T. Suzuki, H. Iwasaki and M. Ishihara, Phys. Rev. C 63, 034310 (2001). A. Bohr and B. R. Mottelson, Nuclear Structure Volume II, (W. A. Benjamin, Inc., 1975). K. Matsuta et al., Phys. Rev. Lett. 86, 3735 (2001). M. Keim, U. Georg, A. Klein, R. Neugart, M. Neuroth, S. Wilbert, P. Lievens, L. Vermeeren and B. A. Brown, Eur. Phys. J. AS, 31 (2000). S. Wilbert, et-al., International Nuclear Physics Conference, August 24-28, 1998, Paris, France,', 'citations': 1}]"
334,K. Yoneda et al.,"[{'title': '263. K. Yoneda et al., Phys. Lett. B 499, 223 (2001).', 'citations': 1}]"
335,Sorlin et al.,"[{'title': '264. 0. Sorlin et al., Nucl. Phys. A669, 351 (2000).', 'citations': 1}]"
336,M. Hannawald et al.,"[{'title': '265. M. Hannawald et al., Phys. Rev. Lett. 82, 1391 (1999).', 'citations': 1}]"
337,M. Honma,"[{'title': '266. M. Honma, private communication.', 'citations': 1}]"
338,T. Motobayashi et al.,"[{'title': '267. T. Motobayashi et al., Phys. Lett. B 346, 9 (1995)', 'citations': 1}]"
339,P. Federman and S. Pittel,"[{'title': '268. P. Federman and S. Pittel, Phys. Rev. 186, 1106 (1969).', 'citations': 1}]"
340,B. H. Flowers and L. D. Skouras,"[{'title': '269. B. H. Flowers and L. D. Skouras, Nucl. Phys. A136, 353 (1969).', 'citations': 1}]"
341,H. Scheit et al.,"[{'title': '270. H. Scheit et al., Phys. Rev. Lett. 77, 3967 (1996).', 'citations': 1}, {'title': '275. H. Scheit et al., Phys. Rec. C 63, 014604 (2001).', 'citations': 1}]"
342,"A. M. Bernstein, V. R. Brown and V. A. Madsen","[{'title': '271. A. M. Bernstein, V. R. Brown and V. A. Madsen, Phys. Lett. 103B, 255 (1981).', 'citations': 1}, {'title': '273. A. M. Bernstein, V. R. Brown and V. A. Madsen, Comments Nucl. Part. Phys. 11, 203 (1983).', 'citations': 1}]"
343,"N. Alamanos, A. Pakou, A. Lagoyannis and A. Musumarra","[{'title': '272. N. Alamanos, A. Pakou, A. Lagoyannis and A. Musumarra, Nucl. Phys. A660, 406 (1999).', 'citations': 1}]"
344,F. Marechal et al.,"[{'title': '276. F. Marechal et al., Phys. Rev. C 60, 034615 (1999).', 'citations': 1}]"
345,J. K. Jewel1et,"[{'title': '277. J. K. Jewel1et al., Phys. Lett. B 454, 181 (1999).', 'citations': 1}]"
346,L. A. Riley et al.,"[{'title': '278. L. A. Riley et al., Phys. Rev. Lett. 82, 4196 (1999).', 'citations': 1}]"
347,W. E. Ormand and B. A. Brown,"[{'title': '279. W. E. Ormand and B. A. Brown, Phys. Rev. C 52,2455 (1995).', 'citations': 1}]"
348,G. Savard et al.,"[{'title': '280. G. Savard et al., Phys. Rev. Lett. 42, 1521 (1995). 598 B. A. Brown / Prog. Part. Nucl. Phys. 47 (2001) 517-599 The 1995 Chalk River compilation, I. S. Towner, private communication. W. E. Crmand and B. A. Brown, Phys. Rev. Lett. 62, 866 (1989); Phys. Rev. Lett. 63, 103 (1989). F. C. Barker, B. A. Brown, W. Jaus an dG. Rasche, Nucl. Phys. A540, 501 (1992). I. S. Towner, Nucl. Phys. A540, 478 (1992). B. A. Brown and B. H. Wildenthal, Atomic Data Nucl. Data Tables 33, 347 (1985). The B(GT) as defined in the present work is related to the M(GT) of this references by B(GT) = [M(GT)/1.25112/(2Jj + 1). J. Rapaport and E. Sugarbakar, Annu. Rev. Nucl. Part. Sci. 44, 109 (1994). B. D. Anderson et al., Phys. Rev. C 27, 1387 (1983). E. Caurier, G. Martinez-Pinedo, F. Nowacki, A. Poves, J. Retamosa and A. P. Zuker, Phys. Rev. C 59, 2033 (1999). I. S. Towner, Phys. Rep. 155, 264 (1987). A. Arima, K. Schimizu, W. Bentz and H. Hyuga, Adv. Nucl. Phys. 18, 1 (1987). B. A. Brown and B. H. Wildenthal, Nucl. Phys. A474, 290 (1987). B. H. Wildenthal, M. S. Curtin and B. A. Brown, Phys. Rev. C 28, 1343 (1983). M. J. Lopez-Jimenez et al., Eur. Phys. J. A 10, 119 (2001). W. Trinder, et al., Phys. Lett. B 348, 331 (1995); Nucl. Phys. A620, 191 (1997). A. Garcia, et al., Phys. Rev. Lett. 67, 3654 (1991). B. D. Anderson, et al., Phys. Rev. C 54, 602 (1996). B. A. Brown, Phys. Rev. Lett. 69, 1034 (1992). W. Trinder et al., Phys. Lett. B 459, 67 (1999). M. J. G. Borge et al., Z. Phys. 332, 413 (1989).', 'citations': 1}]"
349,"F. C. Barker, B. A. Brown, W. Jaus","[{'title': '280. G. Savard et al., Phys. Rev. Lett. 42, 1521 (1995). 598 B. A. Brown / Prog. Part. Nucl. Phys. 47 (2001) 517-599 The 1995 Chalk River compilation, I. S. Towner, private communication. W. E. Crmand and B. A. Brown, Phys. Rev. Lett. 62, 866 (1989); Phys. Rev. Lett. 63, 103 (1989). F. C. Barker, B. A. Brown, W. Jaus an dG. Rasche, Nucl. Phys. A540, 501 (1992). I. S. Towner, Nucl. Phys. A540, 478 (1992). B. A. Brown and B. H. Wildenthal, Atomic Data Nucl. Data Tables 33, 347 (1985). The B(GT) as defined in the present work is related to the M(GT) of this references by B(GT) = [M(GT)/1.25112/(2Jj + 1). J. Rapaport and E. Sugarbakar, Annu. Rev. Nucl. Part. Sci. 44, 109 (1994). B. D. Anderson et al., Phys. Rev. C 27, 1387 (1983). E. Caurier, G. Martinez-Pinedo, F. Nowacki, A. Poves, J. Retamosa and A. P. Zuker, Phys. Rev. C 59, 2033 (1999). I. S. Towner, Phys. Rep. 155, 264 (1987). A. Arima, K. Schimizu, W. Bentz and H. Hyuga, Adv. Nucl. Phys. 18, 1 (1987). B. A. Brown and B. H. Wildenthal, Nucl. Phys. A474, 290 (1987). B. H. Wildenthal, M. S. Curtin and B. A. Brown, Phys. Rev. C 28, 1343 (1983). M. J. Lopez-Jimenez et al., Eur. Phys. J. A 10, 119 (2001). W. Trinder, et al., Phys. Lett. B 348, 331 (1995); Nucl. Phys. A620, 191 (1997). A. Garcia, et al., Phys. Rev. Lett. 67, 3654 (1991). B. D. Anderson, et al., Phys. Rev. C 54, 602 (1996). B. A. Brown, Phys. Rev. Lett. 69, 1034 (1992). W. Trinder et al., Phys. Lett. B 459, 67 (1999). M. J. G. Borge et al., Z. Phys. 332, 413 (1989).', 'citations': 1}]"
350,"A. Garcia, et al.","[{'title': '280. G. Savard et al., Phys. Rev. Lett. 42, 1521 (1995). 598 B. A. Brown / Prog. Part. Nucl. Phys. 47 (2001) 517-599 The 1995 Chalk River compilation, I. S. Towner, private communication. W. E. Crmand and B. A. Brown, Phys. Rev. Lett. 62, 866 (1989); Phys. Rev. Lett. 63, 103 (1989). F. C. Barker, B. A. Brown, W. Jaus an dG. Rasche, Nucl. Phys. A540, 501 (1992). I. S. Towner, Nucl. Phys. A540, 478 (1992). B. A. Brown and B. H. Wildenthal, Atomic Data Nucl. Data Tables 33, 347 (1985). The B(GT) as defined in the present work is related to the M(GT) of this references by B(GT) = [M(GT)/1.25112/(2Jj + 1). J. Rapaport and E. Sugarbakar, Annu. Rev. Nucl. Part. Sci. 44, 109 (1994). B. D. Anderson et al., Phys. Rev. C 27, 1387 (1983). E. Caurier, G. Martinez-Pinedo, F. Nowacki, A. Poves, J. Retamosa and A. P. Zuker, Phys. Rev. C 59, 2033 (1999). I. S. Towner, Phys. Rep. 155, 264 (1987). A. Arima, K. Schimizu, W. Bentz and H. Hyuga, Adv. Nucl. Phys. 18, 1 (1987). B. A. Brown and B. H. Wildenthal, Nucl. Phys. A474, 290 (1987). B. H. Wildenthal, M. S. Curtin and B. A. Brown, Phys. Rev. C 28, 1343 (1983). M. J. Lopez-Jimenez et al., Eur. Phys. J. A 10, 119 (2001). W. Trinder, et al., Phys. Lett. B 348, 331 (1995); Nucl. Phys. A620, 191 (1997). A. Garcia, et al., Phys. Rev. Lett. 67, 3654 (1991). B. D. Anderson, et al., Phys. Rev. C 54, 602 (1996). B. A. Brown, Phys. Rev. Lett. 69, 1034 (1992). W. Trinder et al., Phys. Lett. B 459, 67 (1999). M. J. G. Borge et al., Z. Phys. 332, 413 (1989).', 'citations': 1}]"
351,M. J. G. Borge et al.,"[{'title': '320. M. J. G. Borge et al., Z. Phys. 340, 255 (1991).', 'citations': 1}]"
352,D. Mikolas et al.,"[{'title': '321. D. Mikolas et al., Phys. Rev. C 37, 766 (1988).', 'citations': 1}]"
353,"N. Auerbach, G. F. Bertsch, B. A. Brown and L. Zhao","[{'title': '322. N. Auerbach, G. F. Bertsch, B. A. Brown and L. Zhao, Nucl. Phys. A556, 190 (1993).', 'citations': 1}]"
354,B. A. Brown and K. Rykaczewski,"[{'title': '323. B. A. Brown and K. Rykaczewski, Phys. Rev. C 50, R2270 (1994).', 'citations': 1}]"
355,I. Hamamoto and H. Sagawa,"[{'title': '325. I. Hamamoto and H. Sagawa, Phys. Rev. C 48, R960 (1993).', 'citations': 1}]"
356,K. Langanke and G. Martinez-Pinedo,"[{'title': '326. K. Langanke and G. Martinez-Pinedo, Phys. Lett. B 453, 187 (1999).', 'citations': 1}]"
357,"A. Klein, et al.","[{'title': '327. A. Klein, et al., Nucl. Phys. A60’7, 1 (1996).', 'citations': 1}]"
358,"W. F. Rogers, et al.","[{'title': '328. W. F. Rogers, et al., Phys. Rev. C 62, 044312 (2000).', 'citations': 1}]"
359,M. Schafer et al.,"[{'title': '329. M. Schafer et al., Phys. Rev. C 57, 2205 (1998).', 'citations': 1}]"
360,M. Fukuda et al.,"[{'title': '330. M. Fukuda et al., Phys. Lett. B 307, 278 (1993).', 'citations': 1}]"
361,P. Kappertz et al.,"[{'title': '331. P. Kappertz et al., AIP Conference Proceedings 455, 110 (1998).', 'citations': 1}]"
362,M. Huhta et al.,"[{'title': '332. M. Huhta et al., Phys. Rev. C 57, R2790 (1998).', 'citations': 1}]"
363,K. Matsuta et al.,"[{'title': '333. K. Matsuta et al., Nucl. Phys. A588, 153~ (1995).', 'citations': 1}]"
364,H. Okuno et al.,"[{'title': '335. H. Okuno et al., Phys. Lett. B 354, 41 (1995).', 'citations': 1}]"
365,H.Ueno et al.,"[{'title': '336. H.Ueno et al., Phys. Rev. C 53, 2142 (1996).', 'citations': 1}]"
366,W. Geithner et al.,"[{'title': '337. W. Geithner et al., Phys. Rev. Lett. 83, 3792 (1999).', 'citations': 1}]"
367,R. F. Casten and N. V. Zamfir,"[{'title': '339. R. F. Casten and N. V. Zamfir, .I. Phys. G 22, 1521 (1996).', 'citations': 1}]"
368,"H. Hu, et al.","[{'title': '340. H. Hu, et al., Phys. Rev. C 60, 024315 (1999).', 'citations': 1}]"
369,M. Karny et al.,"[{'title': '341. M. Karny et al., Nucl. Phys. A 690, 367 (2001). 599', 'citations': 1}]"
370,"Aarnio, B","[{'title': '(I) Aarnio, B.', 'citations': 1}]"
371,"Aarnio, B.","[{'title': 'Aarnio, B., see also 5843.', 'citations': 1}]"
372,"Abel, E. and Halla, F","[{'title': '(2) Abel, E. and Halla, F.', 'citations': 1}]"
373,"Abeledo, A. E. J.","[{'title': 'Abeledo, A. E. J. de, see 1888.', 'citations': 1}]"
374,"Aberg, N.","[{'title': 'Aberg, N., see 2433, 2434.', 'citations': 1}]"
375,"Abersold, J. N.","[{'title': 'Abersold, J. N., see 6003.', 'citations': 1}]"
376,"Abrahao, B.","[{'title': 'Abrahao, B., see 336.', 'citations': 1}]"
377,"Abrams, D. A","[{'title': '(3) Abrams, D. A.', 'citations': 1}, {'title': '(4) Abrams, D. A.', 'citations': 1}]"
378,"Abrams, S.","[{'title': 'Abrams, S. T~., see 4518.', 'citations': 1}]"
379,"Ackermann, S. E","[{'title': '(5) Ackermann, S. E.', 'citations': 1}]"
380,"Adadurov, I. E., Deribas, D. E. and Krainii, P","[{'title': 'Adadurov, I. E., Deribas, D. E. and Krainii, P.Ya, DfsSbcic;1:;ion of gypsum in presence of c~talysts.', 'citations': 1}]"
381,"Adadurov, I. E., Galemeeva, L. and Gernet, D. V","[{'title': 'Adadurov, I. E., Galemeeva, L. and Gernet, D. V.', 'citations': 1}]"
382,"Adadurov, I. E., Galemeeva, A. and Gernet, D. V","[{'title': 'Adadurov, I. E., Galemeeva, A. and Gernet, D. V.', 'citations': 1}]"
383,"Adadurov, I. E, and Pligunov, V. P","[{'title': 'Adadurov, I. E, and Pligunov, V. P.', 'citations': 1}]"
384,"Adams, E. T.","[{'title': 'Adams, E. T., see 278.', 'citations': 1}]"
385,"Adams, G. I.","[{'title': ""(II} Adams, G. I. '"", 'citations': 1}]"
386,"Adams, G. I","[{'title': '(12) Adams, G. I.', 'citations': 1}, {'title': '(13) Adams, G. I.', 'citations': 1}]"
387,"Adams, L. R","[{'title': '(14) Adams, L. R.', 'citations': 1}]"
388,"Adams, W. W.","[{'title': '(15) Adams, W. W. and Metcalr; R, W.', 'citations': 1}, {'title': ""Adams, W. W.,' see also 1875, 3957."", 'citations': 1}]"
389,S. Bur,"[{'title': ""1!.. S. Bur. I'Hne 5, miner~ year'i.JO{)K.J..2.3Ji:., 969..974."", 'citations': 1}, {'title': 'Pyrites, Mineral, Louisa County, Virginia. ll. S. Bur. Mines, ~. Inv~. 4116, .3PP. (1947).', 'citations': 1}]"
390,"Adlam, G. H. J.","[{'title': 'Adlam, G. H. J., see 262.', 'citations': 1}]"
391,"Adler, H. H., Bray, E. E., Stevens, N. P., Hunt, J. M., Keller, W. D., Pickett, E. E. and Kerr, P. F","[{'title': '(16) Adler, H. H., Bray, E. E., Stevens, N. P., Hunt, J. M., Keller, W. D., Pickett, E. E. and Kerr, P. F.', 'citations': 1}]"
392,"17Y Afanasev, G. D","[{'title': '(17Y Afanasev, G. D.', 'citations': 1}]"
393,"Afonso, P. C","[{'title': '(18) Afonso, P. C.', 'citations': 1}]"
394,"Agafonoff, V","[{'title': '(19) Agafonoff, V.', 'citations': 1}]"
395,"Agafanov, V. and Jourausky, G","[{'title': '(20) Agafanov, V. and Jourausky, G.', 'citations': 1}]"
396,"Agafonov, V. and Vernadskii,V","[{'title': '(21) Agafonov, V. and Vernadskii,V.', 'citations': 1}]"
397,"Agar, C. C","[{'title': 'Agar, C. C.', 'citations': 1}]"
398,"Aguilera, J. G","[{'title': 'Aguilera, J. G.', 'citations': 1}]"
399,"Ahlberg, R.","[{'title': '(24) Ahlberg, R. lileasuring the plasticity of clays.', 'citations': 1}]"
400,"Ah1feld, F","[{'title': '(25) Ah1feld, F.', 'citations': 1}, {'title': '(26) Ah1feld, F.', 'citations': 1}]"
401,"Ah1fe1d, F","[{'title': '(27) Ah1fe1d, F.', 'citations': 1}]"
402,"28y Ah1fe1d, F","[{'title': '(28y Ah1fe1d, F.', 'citations': 1}]"
403,"Akiyama, K.","[{'title': '(29) Akiyama, K. .', 'citations': 1}]"
404,"Akiyama, K","[{'title': '(30) Akiyama, K.', 'citations': 1}]"
405,"Akiyoshi, I.","[{'title': '(31) Akiyoshi, I. and Yamad<l .. Y.', 'citations': 1}]"
406,Abstracts L,"[{'title': ""~. Abstracts L, No., 21, 3'341 (1924)."", 'citations': 1}]"
407,"Albers, J. P.","[{'title': 'Albers, J. P., see 3l04~', 'citations': 1}]"
408,"Albinana, T.","[{'title': 'Albinana, T. 1., see t498.', 'citations': 1}]"
409,"Albrecht, W. H","[{'title': '(33) Albrecht, W. H.', 'citations': 1}]"
410,"Alcock, C. B. and Richardson, F","[{'title': '(34) Alcock, C. B. and Richardson, F, D, Thermodynamics of ferrous sulfide, Nature 168, 661-662 (1951).', 'citations': 1}]"
411,"Alden, W. C","[{'title': '(35} Alden, W. C.', 'citations': 1}]"
412,"Aldrich, D. G.","[{'title': ""(36) Aldrich, D. G., Hellman, r'l. N. and Jackson, M. L."", 'citations': 1}, {'title': 'Aldrich, D. G., see also 906, 2449.', 'citations': 1}]"
413,"Aleshin, S. N","[{'title': '(37) Aleshin, S. N.', 'citations': 1}]"
414,"Aleshina, V. I.","[{'title': 'Aleshina, V. I., see 5944.', 'citations': 1}]"
415,"Alexander, J","[{'title': '(38) Alexander, J.', 'citations': 1}, {'title': '(39) Alexander, J.', 'citations': 1}, {'title': '(40) Alexander, J.', 'citations': 1}]"
416,"Alexander, L. and Klug, H. P","[{'title': '(41) Alexander, L. and Klug, H. P.', 'citations': 1}]"
417,Anal. C,"[{'title': 'Anal. C.hem. ,g,Q"" No. 10, C386-889 (1948).', 'citations': 1}]"
418,"Alexander, L., Klug, H. P. and Kumrner, E","[{'title': '(42) Alexander, L., Klug, H. P. and Kumrner, E.', 'citations': 1}]"
419,"Alexander, L. T","[{'title': '(43) Alexander, L. T.', 'citations': 1}]"
420,"Alexander, L. T. and Byers, H. G","[{'title': '(44) Alexander, L. T. and Byers, H. G.', 'citations': 1}]"
421,"Alexander, L. T.","[{'title': '(45) Alexander, L. T. ~nd Byer~, H. G.', 'citations': 1}]"
422,"Alexander, L. T., Faust, G. T., Hendricks, S. B., Insley, H. and McMurdie, H. F","[{'title': '(46) Alexander, L. T., Faust, G. T., Hendricks, S. B., Insley, H. and McMurdie, H. F.', 'citations': 1}]"
423,"Alexander, L. T. and Hendricks, S. B","[{'title': '~ (47) Alexander, L. T. and Hendricks, S. B.', 'citations': 1}]"
424,"Alexander, L.","[{'title': '(48) Alexander, L. T"" Hendricks, S. B. and Nelson, R. A.', 'citations': 1}]"
425,"Alfrey, T.","[{'title': 'Alfrey, T. Jr., and Rodewald, C. W.', 'citations': 1}]"
426,"Ali, A.","[{'title': 'Ali, A., see 4732.', 'citations': 1}]"
427,"Allan, W. D. M","[{'title': '(53) Allan, W. D. M.', 'citations': 1}]"
428,"Allaway, W. H","[{'title': '(54) Allaway, W. H.', 'citations': 1}]"
429,"Allaliay, W. H.","[{'title': '(55) Allaliay, W. H. .', 'citations': 1}]"
430,"AllavJay, W. H.","[{'title': 'AllavJay, W. H., see also 2135, 2136, 3326.', 'citations': 1}]"
431,"Allen, E.","[{'title': 'Allen, E., see 4636.', 'citations': 1}]"
432,"Allen, E. T","[{'title': '(56) Allen, E. T.', 'citations': 1}, {'title': '(57) Allen, E. T.', 'citations': 1}]"
433,"Allen, E. T. and Crenshaw, J. L","[{'title': '(58) Allen, E. T. and Crenshaw, J. L.', 'citations': 1}, {'title': 'Allen, E. T. and Crenshaw, J. L.', 'citations': 1}]"
434,J. Sci,"[{'title': '.&!!. J. Sci. 4th. sen n, 393-431 (1911+).', 'citations': 1}, {'title': 'Tho nbsorption of infrared radiation by clay minerals. i,m. J. Sci. 24b, No.4, 26Lr-273 (1956).', 'citations': 1}, {'title': 'Am. J. Sci. 5th Ser., 35-A, 179-184 (1938).', 'citations': 1}]"
435,"Allen, E. T., Crenshaw, J. L., Johnston, J.","[{'title': 'Allen, E. T., Crenshaw, J. L., Johnston, J. and', 'citations': 1}]"
436,"Larsen, E. S","[{'title': 'Larsen, E. S.', 'citations': 1}, {'title': '(3321) Larsen, E. S.', 'citations': 1}]"
437,"Allen, E. T. and Day, A. L","[{'title': '(61) Allen, E. T. and Day, A. L.', 'citations': 1}]"
438,"Allen, E. T. and Johnston, J","[{'title': '(62) Allen, E. T. and Johnston, J.', 'citations': 1}, {'title': '(63) Allen, E. T. and Johnston, J.', 'citations': 1}]"
439,"Allen, E. T. and Lombard, R. H","[{'title': '(64) Allen, E. T. and Lombard, R. H.', 'citations': 1}]"
440,"Allen, E. T.","[{'title': '(65) Allen, E. T. and White.', 'citations': 1}, {'title': 'Allen, E. T., see also 1327.', 'citations': 1}]"
441,"Allen, G. A.","[{'title': 'Allen, G. A., see 5365.', 'citations': 1}]"
442,"Allen, H.","[{'title': 'Allen, H., see 6071.', 'citations': 1}]"
443,"Allen, I. C.","[{'title': '(66) Allen, I. C. &nd Robertson, I. V.', 'citations': 1}]"
444,"Allen, J. A","[{'title': '(67) Allen, J. A.', 'citations': 1}]"
445,"Allen, V. T","[{'title': '(69) Allen, V. T.', 'citations': 1}, {'title': '(70) Allen, V. T.', 'citations': 1}, {'title': '(71 ) Allen, V. T.', 'citations': 1}, {'title': 'Allen, V. T.', 'citations': 2}, {'title': 'Am. 1. Sci. 5th ser., 12, 283-288 (1930), (74) Allen, V. T.', 'citations': 1}, {'title': ""(75)' Allen, V. T."", 'citations': 1}, {'title': '(77) Allen, V. T.', 'citations': 1}, {'title': '(79) Allen, V. T.', 'citations': 1}, {'title': '(80) Allen, V. T.', 'citations': 1}, {'title': '(81) Allen, V. T.', 'citations': 1}, {'title': '(84) Allen, V. T.', 'citations': 1}, {'title': 'Abstract; Bull. G901. Soc. Am. iQ, No. 12, pt. 2, 11399 (1 39).(85) Allen, V. T.', 'citations': 1}, {'title': '(88) Allen, V. T.', 'citations': 1}, {'title': ""(90 )' Allen, V. T."", 'citations': 1}]"
446,J. Geol,"[{'title': 'J. Geol. 37, No. 3, 239~248(1929).', 'citations': 1}, {'title': 'J. Geol. (Acad. Sci. U.S.S.R. ~. ~.) ~, No. -r::2, 209-211(I93BY:- - (1955)', 'citations': 1}, {'title': 'J. Geol. 39, No. q"" 361-376 (1931).', 'citations': 1}, {'title': 'Preliminary notes on the action of silver nitrate solutions on pyrite and marasite. l!. GeDI. 30c. Tokyo 28, 423-431 (1921). gfipan J. Geol. Geog. 1, 6-8A.', 'citations': 1}]"
447,"76y Allen, V. T","[{'title': '(76y Allen, V. T.', 'citations': 1}]"
448,"Allen, V","[{'title': '(82) Allen, V, T.', 'citations': 1}, {'title': 'Allen, V.', 'citations': 1}]"
449,J. Alii,"[{'title': 'J. Alii. Ceram. Soc. 28, 265-275 (1945).', 'citations': 1}]"
450,"Allen, V. T. and Scheid, V. E","[{'title': '(95) Allen, V. T. and Scheid, V. E.', 'citations': 1}, {'title': '(96) Allen, V. T. and Scheid, V. E.', 'citations': 1}]"
451,GeoI. Q.Q,"[{'title': 'Abstract; Bull. GeoI. Q.Q.g"". Am. 29., No. 12, pt. 2, 1144 (1945).', 'citations': 1}]"
452,"Allen, V. T.","[{'title': 'T. and Scheid, V. E. the Benson clay deposit, Latah County, Idaho, fu!il.. Geo~ • .Qz.. ihm.. 2l., No. 12, pt. 2, 1173 (194 ), Allen, V. T., see also 1675, 2137, 6432, 6433.', 'citations': 1}, {'title': ""(89) Allen, V. T. l'leathering and heavy minerals."", 'citations': 1}]"
453,"Allen, W. H","[{'title': 'Allen, W. H.', 'citations': 1}]"
454,U. S. Patent,"[{'title': 'Weatherproofing clay, U. S. Patent I, 421,888, July 4 (1922).', 'citations': 1}, {'title': 'U. S. Patent 2,247,467. July 1, 1941.', 'citations': 1}, {'title': 'U. S. Patent 2,268,131. Dec. 30, 1941.', 'citations': 1}, {'title': 'U. S. Patent 2,357;497.', 'citations': 1}, {'title': 'U. S. Patent 2,551,580. May 8, 1951.', 'citations': 1}, {'title': 'U. S. Patent 2,551,580.', 'citations': 1}, {'title': 'U. S. Patent 343,944. June 15, 1886.', 'citations': 1}, {'title': 'U. S. Patent 2,255,529. Sept. 9.', 'citations': 1}, {'title': 'U. S. Patent 2,474,888.', 'citations': 1}, {'title': 'U. S. Patent 2,233,695. Mar. 4~ 1941.', 'citations': 1}, {'title': 'U. S. Patent 442,867. Dec. 16, 1890. .', 'citations': 1}, {'title': ""U. S. Patent 2,391,312. Dec. 1~, 1945. '"", 'citations': 1}, {'title': ""U. S. Patent 2,582,976. Jan. 22,.1952, ~. Abstracts ~, No. 13, 6820' (l952)."", 'citations': 1}, {'title': 'U. S. Patent ·No. 1,098,723. June 2•.', 'citations': 1}, {'title': 'U. S. Patent..2,266,636. and Method of Making Same.', 'citations': 1}, {'title': ""U. S. Patent 2,266,637. 'Dec. 16, 1941."", 'citations': 1}, {'title': 'U. S. Patent 2,266,638. Dec. 16, 1941.', 'citations': 1}, {'title': 'U. S. Patent 2,317,685. April 6, 1943.', 'citations': 1}, {'title': 'U. S. Patent 2,401,348. June 4, 1946.', 'citations': 1}, {'title': 'U. S. Patent 2,586;947. Feb. 26, 1952. r.hem•. Abgtracts ~, No. 11, 5309 (1952).', 'citations': 1}, {'title': 'U. S. Patent 344, 396.', 'citations': 1}, {'title': 'U. S. Patent 2,590,872. April 1, 1952.', 'citations': 1}, {'title': 'U. S. Patent 1,906,384. May 2, 1933.', 'citations': 1}, {'title': 'U. S. Patent 2,495,751. January 31, 1950.', 'citations': 1}]"
